mtvec_addr_i[31],4.37,4.34
mtvec_addr_i[30],4.38,4.34
mtvec_addr_i[29],4.38,4.34
mtvec_addr_i[28],4.37,4.34
mtvec_addr_i[27],4.37,4.34
mtvec_addr_i[26],4.37,4.34
mtvec_addr_i[25],4.37,4.34
mtvec_addr_i[24],4.37,4.34
mtvec_addr_i[23],4.37,4.34
mtvec_addr_i[22],4.37,4.34
mtvec_addr_i[21],4.37,4.34
mtvec_addr_i[20],4.37,4.34
mtvec_addr_i[19],4.38,4.34
mtvec_addr_i[18],4.38,4.34
mtvec_addr_i[17],4.38,4.34
mtvec_addr_i[16],4.38,4.34
mtvec_addr_i[15],4.38,4.34
mtvec_addr_i[14],4.38,4.34
mtvec_addr_i[13],4.38,4.34
mtvec_addr_i[12],4.38,4.34
mtvec_addr_i[11],4.38,4.34
mtvec_addr_i[10],4.38,4.34
mtvec_addr_i[9],4.38,4.34
mtvec_addr_i[8],4.38,4.34
hart_id_i[27],4.01,3.87
hart_id_i[15],4.01,3.88
core_i/load_store_unit_i/U40/A1,3.94,4.02
core_i/load_store_unit_i/U298/A1,4.03,3.96
core_i/load_store_unit_i/U300/A1,4.03,3.93
core_i/load_store_unit_i/U300/A2,4.05,3.95
core_i/load_store_unit_i/U300/ZN,3.93,4.03
core_i/load_store_unit_i/U301/A1,4.00,3.93
core_i/load_store_unit_i/U301/A2,4.01,3.93
core_i/load_store_unit_i/U301/ZN,3.93,4.00
core_i/load_store_unit_i/U305/A1,4.27,4.24
core_i/load_store_unit_i/U305/B2,4.23,4.21
core_i/load_store_unit_i/U505/A1,4.76,4.69
core_i/load_store_unit_i/U505/A2,4.77,4.69
core_i/load_store_unit_i/U505/A3,4.75,4.67
core_i/load_store_unit_i/U505/ZN,4.75,4.67
core_i/load_store_unit_i/U318/A1,4.27,4.24
core_i/load_store_unit_i/U318/B2,4.23,4.21
core_i/load_store_unit_i/U70/A1,3.92,4.02
core_i/load_store_unit_i/U70/A2,4.00,4.06
core_i/load_store_unit_i/U70/ZN,4.02,3.92
core_i/load_store_unit_i/U325/A1,4.30,4.22
core_i/load_store_unit_i/U325/B2,4.26,4.19
core_i/load_store_unit_i/U9/A2,4.44,4.35
core_i/load_store_unit_i/U333/A1,4.30,4.22
core_i/load_store_unit_i/U333/B2,4.26,4.19
core_i/load_store_unit_i/U340/A1,4.30,4.19
core_i/load_store_unit_i/U340/B2,4.26,4.16
core_i/load_store_unit_i/U348/A1,4.06,3.98
core_i/load_store_unit_i/U348/B2,4.08,3.98
core_i/load_store_unit_i/U352/A1,4.13,4.22
core_i/load_store_unit_i/U352/A2,4.14,4.21
core_i/load_store_unit_i/U352/ZN,4.21,4.13
core_i/load_store_unit_i/U384/A1,4.30,4.20
core_i/load_store_unit_i/U384/B2,4.26,4.17
core_i/load_store_unit_i/U397/A1,4.30,4.20
core_i/load_store_unit_i/U397/B2,4.26,4.17
core_i/id_stage_i/register_file_i/U195/A,3.82,4.02
core_i/id_stage_i/register_file_i/U195/ZN,4.02,3.82
core_i/id_stage_i/register_file_i/U1847/A,3.82,4.02
core_i/id_stage_i/register_file_i/U1847/ZN,4.02,3.82
core_i/id_stage_i/register_file_i/U1849/A,3.86,4.01
core_i/id_stage_i/register_file_i/U1849/ZN,4.01,3.86
core_i/id_stage_i/register_file_i/U1850/A1,3.87,4.01
core_i/id_stage_i/register_file_i/U1850/A2,3.86,4.00
core_i/id_stage_i/register_file_i/U1850/ZN,4.00,3.86
core_i/id_stage_i/register_file_i/U1851/A,4.10,4.18
core_i/id_stage_i/register_file_i/U1851/ZN,4.18,4.10
core_i/id_stage_i/register_file_i/U1853/A,4.11,4.22
core_i/id_stage_i/register_file_i/U1853/ZN,4.22,4.11
core_i/id_stage_i/register_file_i/U1862/A,3.82,4.02
core_i/id_stage_i/register_file_i/U1862/ZN,4.02,3.82
core_i/id_stage_i/register_file_i/U1864/A1,4.19,4.29
core_i/id_stage_i/register_file_i/U1864/A2,4.18,4.29
core_i/id_stage_i/register_file_i/U1864/A3,4.19,4.29
core_i/id_stage_i/register_file_i/U1864/ZN,4.29,4.18
core_i/id_stage_i/register_file_i/U1872/A,4.20,4.17
core_i/id_stage_i/register_file_i/U1872/ZN,4.17,4.20
core_i/id_stage_i/register_file_i/U1882/A1,4.26,4.19
core_i/id_stage_i/register_file_i/U1882/A2,4.22,4.16
core_i/id_stage_i/register_file_i/U1882/ZN,4.16,4.22
core_i/id_stage_i/register_file_i/U1895/A,4.21,4.18
core_i/id_stage_i/register_file_i/U1895/ZN,4.18,4.21
core_i/id_stage_i/register_file_i/U1910/A1,4.04,3.91
core_i/id_stage_i/register_file_i/U1910/A2,4.05,3.90
core_i/id_stage_i/register_file_i/U1910/A3,4.04,3.89
core_i/id_stage_i/register_file_i/U1910/ZN,4.04,3.89
core_i/id_stage_i/register_file_i/U1911/A1,4.22,4.18
core_i/id_stage_i/register_file_i/U1911/A2,4.22,4.17
core_i/id_stage_i/register_file_i/U1911/ZN,4.17,4.22
core_i/id_stage_i/controller_i/U157/A1,4.63,4.62
core_i/id_stage_i/controller_i/U157/A2,4.63,4.62
core_i/id_stage_i/controller_i/U157/ZN,4.62,4.63
core_i/id_stage_i/controller_i/U161/A1,4.72,4.74
core_i/id_stage_i/controller_i/U161/A2,4.72,4.74
core_i/id_stage_i/controller_i/U161/ZN,4.74,4.72
core_i/id_stage_i/controller_i/U183/A1,4.72,4.71
core_i/id_stage_i/controller_i/U183/A2,4.71,4.70
core_i/id_stage_i/controller_i/U183/ZN,4.70,4.71
core_i/id_stage_i/controller_i/U132/A1,4.39,4.43
core_i/id_stage_i/controller_i/U132/A2,4.41,4.43
core_i/id_stage_i/controller_i/U132/A3,4.37,4.40
core_i/id_stage_i/controller_i/U132/ZN,4.40,4.37
core_i/id_stage_i/controller_i/U134/C1,4.03,4.06
core_i/id_stage_i/controller_i/U134/C2,4.05,4.06
core_i/id_stage_i/controller_i/U134/A,4.01,4.01
core_i/id_stage_i/controller_i/U134/B,4.08,4.05
core_i/id_stage_i/controller_i/U134/ZN,4.01,4.01
core_i/id_stage_i/controller_i/U143/A1,3.94,4.00
core_i/id_stage_i/controller_i/U41/A1,4.04,4.10
core_i/id_stage_i/controller_i/U41/A2,4.10,4.11
core_i/id_stage_i/controller_i/U41/ZN,4.10,4.04
core_i/id_stage_i/controller_i/U244/B1,4.84,4.84
core_i/id_stage_i/controller_i/U244/B2,4.72,4.75
core_i/id_stage_i/controller_i/U244/A,4.42,4.40
core_i/id_stage_i/controller_i/U244/ZN,4.40,4.42
core_i/id_stage_i/U1113/A,4.62,4.67
core_i/id_stage_i/U1113/Z,4.62,4.67
core_i/sleep_unit_i/U3/A1,4.82,4.81
core_i/sleep_unit_i/U3/ZN,4.82,4.81
core_i/ex_stage_i/U32/A,3.94,4.03
core_i/ex_stage_i/U32/ZN,4.03,3.94
core_i/ex_stage_i/alu_i/alu_div_i/U29/A1,4.12,4.02
core_i/ex_stage_i/alu_i/alu_div_i/U29/A2,4.13,3.99
core_i/ex_stage_i/alu_i/alu_div_i/U29/ZN,3.99,4.12
core_i/ex_stage_i/alu_i/alu_div_i/U281/A1,4.02,3.84
core_i/ex_stage_i/alu_i/alu_div_i/U281/A2,4.03,3.84
core_i/ex_stage_i/alu_i/alu_div_i/U281/ZN,3.84,4.02
core_i/ex_stage_i/alu_i/alu_div_i/U285/A1,4.01,3.83
core_i/ex_stage_i/alu_i/alu_div_i/U285/A2,4.07,3.86
core_i/ex_stage_i/alu_i/alu_div_i/U285/ZN,3.83,4.01
core_i/ex_stage_i/alu_i/alu_div_i/U290/A1,4.00,4.12
core_i/ex_stage_i/alu_i/alu_div_i/U290/A2,4.02,4.12
